"Date","AvgTempC","MinTempC","MaxTempC","AvgHumidity","MinHumidity","MaxHumidity","Station"
"2008-06-30",25.8181818181818,17,32,57.3181818181818,29,94,"SBAT"
"2008-07-01",26.2857142857143,18,32,54.7619047619048,24,83,"SBAT"
"2008-07-02",25.64,17,33,55.4,25,88,"SBAT"
"2008-07-03",27.1428571428571,17,33,53.5238095238095,23,88,"SBAT"
"2008-07-04",27.1904761904762,18,33,53.2380952380952,26,94,"SBAT"
"2008-07-05",26.9047619047619,17,33,52.9047619047619,19,100,"SBAT"
"2008-07-06",26.9047619047619,18,33,52.5714285714286,25,83,"SBAT"
"2008-07-07",27.2380952380952,19,35,53.8571428571429,24,88,"SBAT"
"2008-07-08",27.7,21,33,50.3,22,78,"SBAT"
"2008-07-09",26.4285714285714,20,33,42.9047619047619,16,78,"SBAT"
"2008-07-10",25.5454545454545,15,32,46.3181818181818,16,94,"SBAT"
"2008-07-11",26.7647058823529,18,32,48.4705882352941,24,73,"SBAT"
"2008-07-12",27.15,17,33,48.25,17,94,"SBAT"
"2008-07-13",27,18,33,47.2857142857143,21,83,"SBAT"
"2009-06-12",26.0625,19,29,68.125,49,94,"SBAT"
"2009-06-13",26.5714285714286,21,30,66.7857142857143,45,88,"SBAT"
"2009-06-14",27.8571428571429,22,31,66.5714285714286,43,94,"SBAT"
"2009-06-15",26.7857142857143,22,30,74.1428571428571,47,94,"SBAT"
"2009-06-16",25.5714285714286,22,29,79.7857142857143,55,100,"SBAT"
"2009-06-17",26.2142857142857,22,30,74.1428571428571,51,94,"SBAT"
"2009-06-18",27.75,21,32,66.5625,40,100,"SBAT"
"2009-06-19",28.3333333333333,23,31,63.4444444444444,41,94,"SBAT"
"2009-06-20",28.5333333333333,21,32,61.4,37,94,"SBAT"
"2009-06-21",28.6428571428571,22,32,57.4285714285714,35,88,"SBAT"
"2009-06-22",27.4,20,31,59.6666666666667,34,94,"SBAT"
"2009-06-23",27.1333333333333,19,30,60.4,39,88,"SBAT"
"2009-06-24",27.8,21,32,58.8,34,88,"SBAT"
"2009-06-25",28.5714285714286,21,32,55.8571428571429,29,88,"SBAT"
"2009-06-26",29.3333333333333,27,31,57,46,70,"SBAT"
"2009-06-27",27.7857142857143,19,32,63.2142857142857,43,94,"SBAT"
"2009-06-28",27.2222222222222,19,32,61.1666666666667,27,94,"SBAT"
"2009-06-29",28.5079365079365,21,32,58.4285714285714,31,94,"SBAT"
"2009-06-30",28.5777777777778,20,32,61.0666666666667,37,100,"SBAT"
"2009-07-01",28.5333333333333,20,33,58.0666666666667,33,94,"SBAT"
"2009-07-02",27.2222222222222,21,32,51,27,83,"SBAT"
"2009-07-03",28.1428571428571,19,32,44.7857142857143,24,73,"SBAT"
"2009-07-04",28.2857142857143,20,32,49.4285714285714,29,83,"SBAT"
"2009-07-05",27.8666666666667,19,32,56.2,32,94,"SBAT"
"2009-07-06",28.4740740740741,20,33,52.7333333333333,27,88,"SBAT"
"2009-07-07",28.7222222222222,20,32.2222222222222,51.0714285714286,27,88,"SBAT"
"2009-07-08",29.1587301587302,21,32.2222222222222,49.9285714285714,30,78,"SBAT"
"2009-07-09",28.2857142857143,21,33,52.6428571428571,26,88,"SBAT"
"2009-07-10",28.8571428571429,20,32,50.6428571428571,28,88,"SBAT"
"2009-07-11",29.1428571428571,20,33,50.6428571428571,23,94,"SBAT"
"2009-07-12",26.8571428571429,19,31,58.5,35,88,"SBAT"
"2009-07-13",28.8,20,33,51.5333333333333,23,94,"SBAT"
"2010-06-12",28.8,20,33,46.0666666666667,20,83,"SBAT"
"2010-06-13",27.5714285714286,19,33,57.0476190476191,29,88,"SBAT"
"2010-06-14",27.6031746031746,22,33,58.0952380952381,29,88,"SBAT"
"2010-06-15",27.1164021164021,21,33,57.1904761904762,24,83,"SBAT"
"2010-06-16",26.6137566137566,19,33,59.9047619047619,26,94,"SBAT"
"2010-06-17",26.1904761904762,19,32,62.4761904761905,29,94,"SBAT"
"2010-06-18",26.85,20,33,57.75,25,94,"SBAT"
"2010-06-19",28.2666666666667,18,34,52.6666666666667,22,100,"SBAT"
"2010-06-20",28.65,22,34,58.85,30,88,"SBAT"
"2010-06-21",28.5714285714286,22,35,57.2380952380952,24,94,"SBAT"
"2010-06-22",28.6666666666667,22,35,47.2857142857143,17,83,"SBAT"
"2010-06-23",27.6666666666667,20,34,50.9523809523809,28,99,"SBAT"
"2010-06-24",27.75,19,35,52,16,94,"SBAT"
"2010-06-25",28.6666666666667,22,33,50.4285714285714,33,78,"SBAT"
"2010-06-26",28.8666666666667,21,33,39.8666666666667,13,78,"SBAT"
"2010-06-27",27.8,19,33,48.25,24,83,"SBAT"
"2010-06-28",28.2888888888889,22,33.3333333333333,44.65,19,78,"SBAT"
"2010-06-29",27.3888888888889,20,34,46.55,18,78,"SBAT"
"2010-06-30",27.35,20,32,49.2105263157895,25,78,"SBAT"
"2010-07-01",28.75,24,34,44.45,20,65,"SBAT"
"2010-07-02",27.6666666666667,21,34,51.0952380952381,20,83,"SBAT"
"2010-07-03",29.4666666666667,21,34,47.1333333333333,23,83,"SBAT"
"2010-07-04",28.6,22,34,50.1,24,83,"SBAT"
"2010-07-05",27.8730158730159,15,35,48.7142857142857,16,88,"SBAT"
"2010-07-06",27.5238095238095,20,35,45.7619047619048,13,78,"SBAT"
"2010-07-07",27.5714285714286,19,34,49.2380952380952,20,83,"SBAT"
"2010-07-08",27.9047619047619,21,34,52.0476190476191,22,83,"SBAT"
"2010-07-09",28.6842105263158,20,34,50.5263157894737,27,88,"SBAT"
"2010-07-10",30.2142857142857,22,34,42.1428571428571,20,73,"SBAT"
"2010-07-11",29.15,22,34,48.8,24,78,"SBAT"
"2010-07-12",29.047619047619,22,35,53.5714285714286,23,88,"SBAT"
"2010-07-13",28.1904761904762,21,34,59.7619047619048,27,94,"SBAT"
"2011-06-12",27.45,22,33,66.5,36,88,"SBAT"
"2011-06-13",27.9047619047619,22,33,63.8571428571429,26,94,"SBAT"
"2011-06-14",27.4761904761905,21,32,65.6190476190476,44,94,"SBAT"
"2011-06-15",27.1428571428571,21,33,69.0952380952381,43,100,"SBAT"
"2011-06-16",27.047619047619,21,33,67.7142857142857,36,100,"SBAT"
"2011-06-17",27.2380952380952,22,33,61.0476190476191,34,88,"SBAT"
"2011-06-18",27.1578947368421,19,32,60.8947368421053,30,94,"SBAT"
"2011-06-19",27.5,21,33,66.6,40,94,"SBAT"
"2011-06-20",27.4761904761905,21,33,68.2857142857143,33,100,"SBAT"
"2011-06-21",27.8571428571429,21,34,63.2380952380952,35,100,"SBAT"
"2011-06-22",27.9047619047619,22,33,56.7619047619048,32,83,"SBAT"
"2011-06-23",27.5238095238095,21,33,55.2380952380952,28,88,"SBAT"
"2011-06-24",27.4285714285714,20,34,59.6190476190476,26,94,"SBAT"
"2011-06-25",29.2,22,33,61.7333333333333,45,94,"SBAT"
"2011-06-26",26.75,20,30,72.4,58,100,"SBAT"
"2011-06-27",20.7142857142857,16,25,77.4285714285714,55,94,"SBAT"
"2011-06-28",24,16,30,72.7619047619048,44,100,"SBAT"
"2011-06-29",27.0952380952381,19,33,62.8095238095238,30,100,"SBAT"
"2011-06-30",27.1428571428571,20,33,64.2857142857143,32,94,"SBAT"
"2011-07-01",27.35,20,34,64.15,32,100,"SBAT"
"2011-07-02",29.1333333333333,20,33,55.0666666666667,30,88,"SBAT"
"2011-07-03",27.5714285714286,19,33,49.9047619047619,21,94,"SBAT"
"2011-07-04",23.8888888888889,18,29,65.8333333333333,38,88,"SBAT"
"2011-07-05",25.2380952380952,17,32,67.5714285714286,35,94,"SBAT"
"2011-07-06",26.9,20,33,65.05,36,94,"SBAT"
"2011-07-07",28.25,20,34,56.5833333333333,24,100,"SBAT"
"2011-07-08",27,23,33,49.6666666666667,26,63,"SBAT"
"2011-07-09",27.3333333333333,24,34,49.3333333333333,23,64,"SBAT"
"2011-07-10",28,25,34,60,35,77,"SBAT"
"2011-07-11",28.3333333333333,25,34,55.6666666666667,30,77,"SBAT"
"2011-07-12",26.0909090909091,21,33,63.8181818181818,32,88,"SBAT"
"2011-07-13",27.25,20,34,52.5,21,83,"SBAT"
"2012-06-12",28.3333333333333,23,33,59.4444444444444,30,83,"SBAT"
"2012-06-13",27.75,22,33,59.3,25,88,"SBAT"
"2012-06-14",27.6666666666667,21,33,63.6666666666667,28,94,"SBAT"
"2012-06-15",27.95,21,33,62.35,25,100,"SBAT"
"2012-06-16",27.375,20,34,60.6875,20,95,"SBAT"
"2012-06-17",28.1052631578947,20,34,57.4210526315789,21,94,"SBAT"
"2012-06-18",27.8571428571429,22,33,67.8095238095238,37,94,"SBAT"
"2012-06-19",26.8571428571429,22,33,74.3809523809524,44,94,"SBAT"
"2012-06-20",27.4761904761905,21,33,68.8095238095238,35,94,"SBAT"
"2012-06-21",28.1,23,33,69.9,41,94,"SBAT"
"2012-06-22",26.7619047619048,23,33,72.9523809523809,49,94,"SBAT"
"2012-06-23",25.8666666666667,20,29,76.3333333333333,55,100,"SBAT"
"2012-06-24",23.3888888888889,20,28,90.1111111111111,66,100,"SBAT"
"2012-06-25",25.952380952381,22,32,75.7619047619048,43,100,"SBAT"
"2012-06-26",26.5238095238095,20,33,67.1428571428571,32,100,"SBAT"
"2012-06-27",26.4,20,32,59.75,29,88,"SBAT"
"2012-06-28",26.4761904761905,20,32,58.5238095238095,28,83,"SBAT"
"2012-06-29",26.2,20,32,58.55,25,94,"SBAT"
"2012-06-30",27.625,20,32,53.3125,28,94,"SBAT"
"2012-07-01",26.6666666666667,22,33,50.3333333333333,21,65,"SBAT"
"2012-07-02",27.4444444444444,20,33,53.6111111111111,21,94,"SBAT"
"2012-07-03",25.9583333333333,20,32,57.1666666666667,20,88,"SBAT"
"2012-07-04",25.4,18,32,60.72,24,88,"SBAT"
"2012-07-05",27.4,21,33,55.7,22,88,"SBAT"
"2012-07-06",27.1904761904762,21,33,56.1904761904762,22,88,"SBAT"
"2012-07-07",28.4666666666667,21,32,50.1333333333333,26,88,"SBAT"
"2012-07-08",23.5,18,29,70.25,41,94,"SBAT"
"2012-07-09",25.9047619047619,17,32,61.3333333333333,23,100,"SBAT"
